,Date and Hour,Production,Production_simulate,Production_simulate_half
0,2020-01-01 00:00:00+01:00,3549.0,354.9,177.45
1,2020-01-01 01:00:00+01:00,2952.0,295.2,147.6
2,2020-01-01 02:00:00+01:00,2722.0,272.2,136.1
3,2020-01-01 03:00:00+01:00,2753.0,275.3,137.65
4,2020-01-01 04:00:00+01:00,2707.0,270.7,135.35
5,2020-01-01 05:00:00+01:00,2579.0,257.9,128.95
6,2020-01-01 06:00:00+01:00,2320.0,232.0,116.0
7,2020-01-01 07:00:00+01:00,2064.0,206.4,103.2
8,2020-01-01 08:00:00+01:00,1831.0,183.1,91.55
9,2020-01-01 09:00:00+01:00,1933.0,193.3,96.65
10,2020-01-01 10:00:00+01:00,2285.0,228.5,114.25
11,2020-01-01 11:00:00+01:00,2603.0,260.3,130.15
12,2020-01-01 12:00:00+01:00,2537.0,253.7,126.85
13,2020-01-01 13:00:00+01:00,2196.0,219.6,109.8
14,2020-01-01 14:00:00+01:00,1804.0,180.4,90.2
15,2020-01-01 15:00:00+01:00,1355.0,135.5,67.75
16,2020-01-01 16:00:00+01:00,1017.0,101.7,50.85
17,2020-01-01 17:00:00+01:00,948.0,94.8,47.4
18,2020-01-01 18:00:00+01:00,1075.0,107.5,53.75
19,2020-01-01 19:00:00+01:00,1180.0,118.0,59.0
20,2020-01-01 20:00:00+01:00,1263.0,126.3,63.15
21,2020-01-01 21:00:00+01:00,1227.0,122.7,61.35
22,2020-01-01 22:00:00+01:00,1169.0,116.9,58.45
23,2020-01-01 23:00:00+01:00,1184.0,118.4,59.2
24,2020-01-02 00:00:00+01:00,1262.0,126.2,63.1
25,2020-01-02 01:00:00+01:00,1375.0,137.5,68.75
26,2020-01-02 02:00:00+01:00,1439.0,143.9,71.95
27,2020-01-02 03:00:00+01:00,1561.0,156.1,78.05
28,2020-01-02 04:00:00+01:00,1608.0,160.8,80.4
29,2020-01-02 05:00:00+01:00,1769.0,176.9,88.45
30,2020-01-02 06:00:00+01:00,1898.0,189.8,94.9
31,2020-01-02 07:00:00+01:00,2087.0,208.7,104.35
32,2020-01-02 08:00:00+01:00,2264.0,226.4,113.2
33,2020-01-02 09:00:00+01:00,2779.0,277.9,138.95
34,2020-01-02 10:00:00+01:00,3456.0,345.6,172.8
35,2020-01-02 11:00:00+01:00,3841.0,384.1,192.05
36,2020-01-02 12:00:00+01:00,4166.0,416.6,208.3
37,2020-01-02 13:00:00+01:00,4147.0,414.7,207.35
38,2020-01-02 14:00:00+01:00,4148.0,414.8,207.4
39,2020-01-02 15:00:00+01:00,4097.0,409.7,204.85
40,2020-01-02 16:00:00+01:00,4302.0,430.2,215.1
41,2020-01-02 17:00:00+01:00,4734.0,473.4,236.7
42,2020-01-02 18:00:00+01:00,5324.0,532.4,266.2
43,2020-01-02 19:00:00+01:00,5975.0,597.5,298.75
44,2020-01-02 20:00:00+01:00,6547.0,654.7,327.35
45,2020-01-02 21:00:00+01:00,6818.0,681.8,340.9
46,2020-01-02 22:00:00+01:00,6783.0,678.3,339.15
47,2020-01-02 23:00:00+01:00,6857.0,685.7,342.85
48,2020-01-03 00:00:00+01:00,7204.0,720.4,360.2
49,2020-01-03 01:00:00+01:00,7385.0,738.5,369.25
50,2020-01-03 02:00:00+01:00,7533.0,753.3,376.65
51,2020-01-03 03:00:00+01:00,7815.0,781.5,390.75
52,2020-01-03 04:00:00+01:00,8289.0,828.9,414.45
53,2020-01-03 05:00:00+01:00,8565.0,856.5,428.25
54,2020-01-03 06:00:00+01:00,8797.0,879.7,439.85
55,2020-01-03 07:00:00+01:00,9151.0,915.1,457.55
56,2020-01-03 08:00:00+01:00,9186.0,918.6,459.3
57,2020-01-03 09:00:00+01:00,8992.0,899.2,449.6
58,2020-01-03 10:00:00+01:00,9184.0,918.4,459.2
59,2020-01-03 11:00:00+01:00,9490.0,949.0,474.5
60,2020-01-03 12:00:00+01:00,9908.0,990.8,495.4
61,2020-01-03 13:00:00+01:00,9698.0,969.8,484.9
62,2020-01-03 14:00:00+01:00,8909.0,890.9,445.45
63,2020-01-03 15:00:00+01:00,7784.0,778.4,389.2
64,2020-01-03 16:00:00+01:00,6549.0,654.9,327.45
65,2020-01-03 17:00:00+01:00,6026.0,602.6,301.3
66,2020-01-03 18:00:00+01:00,5907.0,590.7,295.35
67,2020-01-03 19:00:00+01:00,5501.0,550.1,275.05
68,2020-01-03 20:00:00+01:00,4962.0,496.2,248.1
69,2020-01-03 21:00:00+01:00,4557.0,455.7,227.85
70,2020-01-03 22:00:00+01:00,4223.0,422.3,211.15
71,2020-01-03 23:00:00+01:00,3810.0,381.0,190.5
72,2020-01-04 00:00:00+01:00,3453.0,345.3,172.65
73,2020-01-04 01:00:00+01:00,3400.0,340.0,170.0
74,2020-01-04 02:00:00+01:00,3379.0,337.9,168.95
75,2020-01-04 03:00:00+01:00,3229.0,322.9,161.45
76,2020-01-04 04:00:00+01:00,3275.0,327.5,163.75
77,2020-01-04 05:00:00+01:00,3139.0,313.9,156.95
78,2020-01-04 06:00:00+01:00,3239.0,323.9,161.95
79,2020-01-04 07:00:00+01:00,3251.0,325.1,162.55
80,2020-01-04 08:00:00+01:00,3331.0,333.1,166.55
81,2020-01-04 09:00:00+01:00,3844.0,384.4,192.2
82,2020-01-04 10:00:00+01:00,4439.0,443.9,221.95
83,2020-01-04 11:00:00+01:00,4743.0,474.3,237.15
84,2020-01-04 12:00:00+01:00,4994.0,499.4,249.7
85,2020-01-04 13:00:00+01:00,5318.0,531.8,265.9
86,2020-01-04 14:00:00+01:00,5221.0,522.1,261.05
87,2020-01-04 15:00:00+01:00,4511.0,451.1,225.55
88,2020-01-04 16:00:00+01:00,3440.0,344.0,172.0
89,2020-01-04 17:00:00+01:00,3038.0,303.8,151.9
90,2020-01-04 18:00:00+01:00,2983.0,298.3,149.15
91,2020-01-04 19:00:00+01:00,2971.0,297.1,148.55
92,2020-01-04 20:00:00+01:00,2817.0,281.7,140.85
93,2020-01-04 21:00:00+01:00,2545.0,254.5,127.25
94,2020-01-04 22:00:00+01:00,2145.0,214.5,107.25
95,2020-01-04 23:00:00+01:00,1938.0,193.8,96.9
96,2020-01-05 00:00:00+01:00,1741.0,174.1,87.05
97,2020-01-05 01:00:00+01:00,1694.0,169.4,84.7
98,2020-01-05 02:00:00+01:00,1655.0,165.5,82.75
99,2020-01-05 03:00:00+01:00,1654.0,165.4,82.7
100,2020-01-05 04:00:00+01:00,1717.0,171.7,85.85
101,2020-01-05 05:00:00+01:00,1657.0,165.7,82.85
102,2020-01-05 06:00:00+01:00,1592.0,159.2,79.6
103,2020-01-05 07:00:00+01:00,1625.0,162.5,81.25
104,2020-01-05 08:00:00+01:00,1705.0,170.5,85.25
105,2020-01-05 09:00:00+01:00,2196.0,219.6,109.8
106,2020-01-05 10:00:00+01:00,2941.0,294.1,147.05
107,2020-01-05 11:00:00+01:00,3257.0,325.7,162.85
108,2020-01-05 12:00:00+01:00,3338.0,333.8,166.9
109,2020-01-05 13:00:00+01:00,3268.0,326.8,163.4
110,2020-01-05 14:00:00+01:00,2995.0,299.5,149.75
111,2020-01-05 15:00:00+01:00,2368.0,236.8,118.4
112,2020-01-05 16:00:00+01:00,1466.0,146.6,73.3
113,2020-01-05 17:00:00+01:00,1193.0,119.3,59.65
114,2020-01-05 18:00:00+01:00,1548.0,154.8,77.4
115,2020-01-05 19:00:00+01:00,1778.0,177.8,88.9
116,2020-01-05 20:00:00+01:00,1868.0,186.8,93.4
117,2020-01-05 21:00:00+01:00,1938.0,193.8,96.9
118,2020-01-05 22:00:00+01:00,2039.0,203.9,101.95
119,2020-01-05 23:00:00+01:00,2125.0,212.5,106.25
120,2020-01-06 00:00:00+01:00,2270.0,227.0,113.5
121,2020-01-06 01:00:00+01:00,2383.0,238.3,119.15
122,2020-01-06 02:00:00+01:00,2405.0,240.5,120.25
123,2020-01-06 03:00:00+01:00,2370.0,237.0,118.5
124,2020-01-06 04:00:00+01:00,2432.0,243.2,121.6
125,2020-01-06 05:00:00+01:00,2725.0,272.5,136.25
126,2020-01-06 06:00:00+01:00,3131.0,313.1,156.55
127,2020-01-06 07:00:00+01:00,3619.0,361.9,180.95
128,2020-01-06 08:00:00+01:00,4343.0,434.3,217.15
129,2020-01-06 09:00:00+01:00,5375.0,537.5,268.75
130,2020-01-06 10:00:00+01:00,5732.0,573.2,286.6
131,2020-01-06 11:00:00+01:00,5653.0,565.3,282.65
132,2020-01-06 12:00:00+01:00,5508.0,550.8,275.4
133,2020-01-06 13:00:00+01:00,5317.0,531.7,265.85
134,2020-01-06 14:00:00+01:00,5061.0,506.1,253.05
135,2020-01-06 15:00:00+01:00,4433.0,443.3,221.65
136,2020-01-06 16:00:00+01:00,4327.0,432.7,216.35
137,2020-01-06 17:00:00+01:00,5051.0,505.1,252.55
138,2020-01-06 18:00:00+01:00,5477.0,547.7,273.85
139,2020-01-06 19:00:00+01:00,5725.0,572.5,286.25
140,2020-01-06 20:00:00+01:00,6409.0,640.9,320.45
141,2020-01-06 21:00:00+01:00,6617.0,661.7,330.85
142,2020-01-06 22:00:00+01:00,6129.0,612.9,306.45
143,2020-01-06 23:00:00+01:00,5843.0,584.3,292.15
144,2020-01-07 00:00:00+01:00,5544.0,554.4,277.2
145,2020-01-07 01:00:00+01:00,5145.0,514.5,257.25
146,2020-01-07 02:00:00+01:00,4496.0,449.6,224.8
147,2020-01-07 03:00:00+01:00,3979.0,397.9,198.95
148,2020-01-07 04:00:00+01:00,3611.0,361.1,180.55
149,2020-01-07 05:00:00+01:00,3292.0,329.2,164.6
150,2020-01-07 06:00:00+01:00,3127.0,312.7,156.35
151,2020-01-07 07:00:00+01:00,2927.0,292.7,146.35
152,2020-01-07 08:00:00+01:00,3049.0,304.9,152.45
153,2020-01-07 09:00:00+01:00,3198.0,319.8,159.9
154,2020-01-07 10:00:00+01:00,3415.0,341.5,170.75
155,2020-01-07 11:00:00+01:00,3769.0,376.9,188.45
156,2020-01-07 12:00:00+01:00,4117.0,411.7,205.85
157,2020-01-07 13:00:00+01:00,4288.0,428.8,214.4
158,2020-01-07 14:00:00+01:00,4224.0,422.4,211.2
159,2020-01-07 15:00:00+01:00,4213.0,421.3,210.65
160,2020-01-07 16:00:00+01:00,4189.0,418.9,209.45
161,2020-01-07 17:00:00+01:00,4546.0,454.6,227.3
162,2020-01-07 18:00:00+01:00,4977.0,497.7,248.85
163,2020-01-07 19:00:00+01:00,5536.0,553.6,276.8
164,2020-01-07 20:00:00+01:00,5577.0,557.7,278.85
165,2020-01-07 21:00:00+01:00,5513.0,551.3,275.65
166,2020-01-07 22:00:00+01:00,5467.0,546.7,273.35
167,2020-01-07 23:00:00+01:00,5545.0,554.5,277.25
168,2020-01-08 00:00:00+01:00,5705.0,570.5,285.25
169,2020-01-08 01:00:00+01:00,5831.0,583.1,291.55
170,2020-01-08 02:00:00+01:00,6010.0,601.0,300.5
171,2020-01-08 03:00:00+01:00,5927.0,592.7,296.35
172,2020-01-08 04:00:00+01:00,5686.0,568.6,284.3
173,2020-01-08 05:00:00+01:00,5387.0,538.7,269.35
174,2020-01-08 06:00:00+01:00,5250.0,525.0,262.5
175,2020-01-08 07:00:00+01:00,4944.0,494.4,247.2
176,2020-01-08 08:00:00+01:00,4665.0,466.5,233.25
177,2020-01-08 09:00:00+01:00,4638.0,463.8,231.9
178,2020-01-08 10:00:00+01:00,4810.0,481.0,240.5
179,2020-01-08 11:00:00+01:00,4808.0,480.8,240.4
180,2020-01-08 12:00:00+01:00,5027.0,502.7,251.35
181,2020-01-08 13:00:00+01:00,4935.0,493.5,246.75
182,2020-01-08 14:00:00+01:00,4424.0,442.4,221.2
183,2020-01-08 15:00:00+01:00,3802.0,380.2,190.1
184,2020-01-08 16:00:00+01:00,3111.0,311.1,155.55
185,2020-01-08 17:00:00+01:00,2779.0,277.9,138.95
186,2020-01-08 18:00:00+01:00,2787.0,278.7,139.35
187,2020-01-08 19:00:00+01:00,3112.0,311.2,155.6
188,2020-01-08 20:00:00+01:00,3555.0,355.5,177.75
189,2020-01-08 21:00:00+01:00,4275.0,427.5,213.75
190,2020-01-08 22:00:00+01:00,4924.0,492.4,246.2
191,2020-01-08 23:00:00+01:00,5657.0,565.7,282.85
192,2020-01-09 00:00:00+01:00,6286.0,628.6,314.3
193,2020-01-09 01:00:00+01:00,6793.0,679.3,339.65
194,2020-01-09 02:00:00+01:00,7248.0,724.8,362.4
195,2020-01-09 03:00:00+01:00,8044.0,804.4,402.2
196,2020-01-09 04:00:00+01:00,8778.0,877.8,438.9
197,2020-01-09 05:00:00+01:00,9295.0,929.5,464.75
198,2020-01-09 06:00:00+01:00,9538.0,953.8,476.9
199,2020-01-09 07:00:00+01:00,9902.0,990.2,495.1
200,2020-01-09 08:00:00+01:00,10215.0,1021.5,510.75
201,2020-01-09 09:00:00+01:00,10719.0,1071.9,535.95
202,2020-01-09 10:00:00+01:00,11327.0,1132.7,566.35
203,2020-01-09 11:00:00+01:00,11980.0,1198.0,599.0
204,2020-01-09 12:00:00+01:00,12308.0,1230.8,615.4
205,2020-01-09 13:00:00+01:00,12029.0,1202.9,601.45
206,2020-01-09 14:00:00+01:00,11434.0,1143.4,571.7
207,2020-01-09 15:00:00+01:00,10885.0,1088.5,544.25
208,2020-01-09 16:00:00+01:00,10436.0,1043.6,521.8
209,2020-01-09 17:00:00+01:00,10431.0,1043.1,521.55
210,2020-01-09 18:00:00+01:00,10761.0,1076.1,538.05
211,2020-01-09 19:00:00+01:00,11189.0,1118.9,559.45
212,2020-01-09 20:00:00+01:00,11140.0,1114.0,557.0
213,2020-01-09 21:00:00+01:00,10967.0,1096.7,548.35
214,2020-01-09 22:00:00+01:00,10423.0,1042.3,521.15
215,2020-01-09 23:00:00+01:00,9937.0,993.7,496.85
216,2020-01-10 00:00:00+01:00,9681.0,968.1,484.05
217,2020-01-10 01:00:00+01:00,9096.0,909.6,454.8
218,2020-01-10 02:00:00+01:00,8778.0,877.8,438.9
219,2020-01-10 03:00:00+01:00,8477.0,847.7,423.85
220,2020-01-10 04:00:00+01:00,8138.0,813.8,406.9
221,2020-01-10 05:00:00+01:00,7804.0,780.4,390.2
222,2020-01-10 06:00:00+01:00,7567.0,756.7,378.35
223,2020-01-10 07:00:00+01:00,7552.0,755.2,377.6
224,2020-01-10 08:00:00+01:00,7468.0,746.8,373.4
225,2020-01-10 09:00:00+01:00,6803.0,680.3,340.15
226,2020-01-10 10:00:00+01:00,6418.0,641.8,320.9
227,2020-01-10 11:00:00+01:00,6569.0,656.9,328.45
228,2020-01-10 12:00:00+01:00,6507.0,650.7,325.35
229,2020-01-10 13:00:00+01:00,5947.0,594.7,297.35
230,2020-01-10 14:00:00+01:00,4945.0,494.5,247.25
231,2020-01-10 15:00:00+01:00,3818.0,381.8,190.9
232,2020-01-10 16:00:00+01:00,2805.0,280.5,140.25
233,2020-01-10 17:00:00+01:00,2274.0,227.4,113.7
234,2020-01-10 18:00:00+01:00,2059.0,205.9,102.95
235,2020-01-10 19:00:00+01:00,1887.0,188.7,94.35
236,2020-01-10 20:00:00+01:00,1584.0,158.4,79.2
237,2020-01-10 21:00:00+01:00,1497.0,149.7,74.85
238,2020-01-10 22:00:00+01:00,1570.0,157.0,78.5
239,2020-01-10 23:00:00+01:00,1571.0,157.1,78.55
240,2020-01-11 00:00:00+01:00,1608.0,160.8,80.4
241,2020-01-11 01:00:00+01:00,1750.0,175.0,87.5
242,2020-01-11 02:00:00+01:00,2008.0,200.8,100.4
243,2020-01-11 03:00:00+01:00,2169.0,216.9,108.45
244,2020-01-11 04:00:00+01:00,2387.0,238.7,119.35
245,2020-01-11 05:00:00+01:00,2644.0,264.4,132.2
246,2020-01-11 06:00:00+01:00,2898.0,289.8,144.9
247,2020-01-11 07:00:00+01:00,3309.0,330.9,165.45
248,2020-01-11 08:00:00+01:00,3688.0,368.8,184.4
249,2020-01-11 09:00:00+01:00,4505.0,450.5,225.25
250,2020-01-11 10:00:00+01:00,5352.0,535.2,267.6
251,2020-01-11 11:00:00+01:00,5822.0,582.2,291.1
252,2020-01-11 12:00:00+01:00,6122.0,612.2,306.1
253,2020-01-11 13:00:00+01:00,6249.0,624.9,312.45
254,2020-01-11 14:00:00+01:00,5914.0,591.4,295.7
255,2020-01-11 15:00:00+01:00,5011.0,501.1,250.55
256,2020-01-11 16:00:00+01:00,3907.0,390.7,195.35
257,2020-01-11 17:00:00+01:00,3462.0,346.2,173.1
258,2020-01-11 18:00:00+01:00,3813.0,381.3,190.65
259,2020-01-11 19:00:00+01:00,4149.0,414.9,207.45
260,2020-01-11 20:00:00+01:00,4367.0,436.7,218.35
261,2020-01-11 21:00:00+01:00,4500.0,450.0,225.0
262,2020-01-11 22:00:00+01:00,4739.0,473.9,236.95
263,2020-01-11 23:00:00+01:00,5144.0,514.4,257.2
264,2020-01-12 00:00:00+01:00,5338.0,533.8,266.9
265,2020-01-12 01:00:00+01:00,5648.0,564.8,282.4
266,2020-01-12 02:00:00+01:00,6006.0,600.6,300.3
267,2020-01-12 03:00:00+01:00,6158.0,615.8,307.9
268,2020-01-12 04:00:00+01:00,6427.0,642.7,321.35
269,2020-01-12 05:00:00+01:00,6787.0,678.7,339.35
270,2020-01-12 06:00:00+01:00,7028.0,702.8,351.4
271,2020-01-12 07:00:00+01:00,7376.0,737.6,368.8
272,2020-01-12 08:00:00+01:00,7757.0,775.7,387.85
273,2020-01-12 09:00:00+01:00,8180.0,818.0,409.0
274,2020-01-12 10:00:00+01:00,8803.0,880.3,440.15
275,2020-01-12 11:00:00+01:00,9047.0,904.7,452.35
276,2020-01-12 12:00:00+01:00,9153.0,915.3,457.65
277,2020-01-12 13:00:00+01:00,8793.0,879.3,439.65
278,2020-01-12 14:00:00+01:00,8031.0,803.1,401.55
279,2020-01-12 15:00:00+01:00,6867.0,686.7,343.35
280,2020-01-12 16:00:00+01:00,5783.0,578.3,289.15
281,2020-01-12 17:00:00+01:00,4998.0,499.8,249.9
282,2020-01-12 18:00:00+01:00,4555.0,455.5,227.75
283,2020-01-12 19:00:00+01:00,4299.0,429.9,214.95
284,2020-01-12 20:00:00+01:00,4068.0,406.8,203.4
285,2020-01-12 21:00:00+01:00,3880.0,388.0,194.0
286,2020-01-12 22:00:00+01:00,3729.0,372.9,186.45
287,2020-01-12 23:00:00+01:00,3429.0,342.9,171.45
288,2020-01-13 00:00:00+01:00,3145.0,314.5,157.25
289,2020-01-13 01:00:00+01:00,2843.0,284.3,142.15
290,2020-01-13 02:00:00+01:00,2618.0,261.8,130.9
291,2020-01-13 03:00:00+01:00,2525.0,252.5,126.25
292,2020-01-13 04:00:00+01:00,2630.0,263.0,131.5
293,2020-01-13 05:00:00+01:00,2717.0,271.7,135.85
294,2020-01-13 06:00:00+01:00,2983.0,298.3,149.15
295,2020-01-13 07:00:00+01:00,3293.0,329.3,164.65
296,2020-01-13 08:00:00+01:00,3816.0,381.6,190.8
297,2020-01-13 09:00:00+01:00,4667.0,466.7,233.35
298,2020-01-13 10:00:00+01:00,5219.0,521.9,260.95
299,2020-01-13 11:00:00+01:00,6253.0,625.3,312.65
300,2020-01-13 12:00:00+01:00,7709.0,770.9,385.45
301,2020-01-13 13:00:00+01:00,8667.0,866.7,433.35
302,2020-01-13 14:00:00+01:00,9089.0,908.9,454.45
303,2020-01-13 15:00:00+01:00,9057.0,905.7,452.85
304,2020-01-13 16:00:00+01:00,9166.0,916.6,458.3
305,2020-01-13 17:00:00+01:00,9921.0,992.1,496.05
306,2020-01-13 18:00:00+01:00,10856.0,1085.6,542.8
307,2020-01-13 19:00:00+01:00,11446.0,1144.6,572.3
308,2020-01-13 20:00:00+01:00,11677.0,1167.7,583.85
309,2020-01-13 21:00:00+01:00,11941.0,1194.1,597.05
310,2020-01-13 22:00:00+01:00,11828.0,1182.8,591.4
311,2020-01-13 23:00:00+01:00,12074.0,1207.4,603.7
312,2020-01-14 00:00:00+01:00,12196.0,1219.6,609.8
313,2020-01-14 01:00:00+01:00,12210.0,1221.0,610.5
314,2020-01-14 02:00:00+01:00,12253.0,1225.3,612.65
315,2020-01-14 03:00:00+01:00,12348.0,1234.8,617.4
316,2020-01-14 04:00:00+01:00,12270.0,1227.0,613.5
317,2020-01-14 05:00:00+01:00,11950.0,1195.0,597.5
318,2020-01-14 06:00:00+01:00,11654.0,1165.4,582.7
319,2020-01-14 07:00:00+01:00,11747.0,1174.7,587.35
320,2020-01-14 08:00:00+01:00,11785.0,1178.5,589.25
321,2020-01-14 09:00:00+01:00,12239.0,1223.9,611.95
322,2020-01-14 10:00:00+01:00,13155.0,1315.5,657.75
323,2020-01-14 11:00:00+01:00,13938.0,1393.8,696.9
324,2020-01-14 12:00:00+01:00,14240.0,1424.0,712.0
325,2020-01-14 13:00:00+01:00,14261.0,1426.1,713.05
326,2020-01-14 14:00:00+01:00,14081.0,1408.1,704.05
327,2020-01-14 15:00:00+01:00,13840.0,1384.0,692.0
328,2020-01-14 16:00:00+01:00,13152.0,1315.2,657.6
329,2020-01-14 17:00:00+01:00,12695.0,1269.5,634.75
330,2020-01-14 18:00:00+01:00,12716.0,1271.6,635.8
331,2020-01-14 19:00:00+01:00,12741.0,1274.1,637.05
332,2020-01-14 20:00:00+01:00,12744.0,1274.4,637.2
333,2020-01-14 21:00:00+01:00,12676.0,1267.6,633.8
334,2020-01-14 22:00:00+01:00,12359.0,1235.9,617.95
335,2020-01-14 23:00:00+01:00,11931.0,1193.1,596.55
336,2020-01-15 00:00:00+01:00,11917.0,1191.7,595.85
337,2020-01-15 01:00:00+01:00,12001.0,1200.1,600.05
338,2020-01-15 02:00:00+01:00,12216.0,1221.6,610.8
339,2020-01-15 03:00:00+01:00,12348.0,1234.8,617.4
340,2020-01-15 04:00:00+01:00,12457.0,1245.7,622.85
341,2020-01-15 05:00:00+01:00,12553.0,1255.3,627.65
342,2020-01-15 06:00:00+01:00,12603.0,1260.3,630.15
343,2020-01-15 07:00:00+01:00,12852.0,1285.2,642.6
344,2020-01-15 08:00:00+01:00,12812.0,1281.2,640.6
345,2020-01-15 09:00:00+01:00,12646.0,1264.6,632.3
346,2020-01-15 10:00:00+01:00,12897.0,1289.7,644.85
347,2020-01-15 11:00:00+01:00,13324.0,1332.4,666.2
348,2020-01-15 12:00:00+01:00,13659.0,1365.9,682.95
349,2020-01-15 13:00:00+01:00,12867.0,1286.7,643.35
350,2020-01-15 14:00:00+01:00,11407.0,1140.7,570.35
351,2020-01-15 15:00:00+01:00,9616.0,961.6,480.8
352,2020-01-15 16:00:00+01:00,7989.0,798.9,399.45
353,2020-01-15 17:00:00+01:00,6771.0,677.1,338.55
354,2020-01-15 18:00:00+01:00,5739.0,573.9,286.95
355,2020-01-15 19:00:00+01:00,5306.0,530.6,265.3
356,2020-01-15 20:00:00+01:00,4999.0,499.9,249.95
357,2020-01-15 21:00:00+01:00,4741.0,474.1,237.05
358,2020-01-15 22:00:00+01:00,4413.0,441.3,220.65
359,2020-01-15 23:00:00+01:00,3911.0,391.1,195.55
360,2020-01-16 00:00:00+01:00,3443.0,344.3,172.15
361,2020-01-16 01:00:00+01:00,3125.0,312.5,156.25
362,2020-01-16 02:00:00+01:00,3004.0,300.4,150.2
363,2020-01-16 03:00:00+01:00,3083.0,308.3,154.15
364,2020-01-16 04:00:00+01:00,3471.0,347.1,173.55
365,2020-01-16 05:00:00+01:00,3908.0,390.8,195.4
366,2020-01-16 06:00:00+01:00,4576.0,457.6,228.8
367,2020-01-16 07:00:00+01:00,5423.0,542.3,271.15
368,2020-01-16 08:00:00+01:00,6329.0,632.9,316.45
369,2020-01-16 09:00:00+01:00,7344.0,734.4,367.2
370,2020-01-16 10:00:00+01:00,8225.0,822.5,411.25
371,2020-01-16 11:00:00+01:00,8596.0,859.6,429.8
372,2020-01-16 12:00:00+01:00,8901.0,890.1,445.05
373,2020-01-16 13:00:00+01:00,9411.0,941.1,470.55
374,2020-01-16 14:00:00+01:00,9511.0,951.1,475.55
375,2020-01-16 15:00:00+01:00,9474.0,947.4,473.7
376,2020-01-16 16:00:00+01:00,9165.0,916.5,458.25
377,2020-01-16 17:00:00+01:00,9504.0,950.4,475.2
378,2020-01-16 18:00:00+01:00,10608.0,1060.8,530.4
379,2020-01-16 19:00:00+01:00,11115.0,1111.5,555.75
380,2020-01-16 20:00:00+01:00,11097.0,1109.7,554.85
381,2020-01-16 21:00:00+01:00,11091.0,1109.1,554.55
382,2020-01-16 22:00:00+01:00,10754.0,1075.4,537.7
383,2020-01-16 23:00:00+01:00,10353.0,1035.3,517.65
384,2020-01-17 00:00:00+01:00,9927.0,992.7,496.35
385,2020-01-17 01:00:00+01:00,9452.0,945.2,472.6
386,2020-01-17 02:00:00+01:00,9399.0,939.9,469.95
387,2020-01-17 03:00:00+01:00,9224.0,922.4,461.2
388,2020-01-17 04:00:00+01:00,8743.0,874.3,437.15
389,2020-01-17 05:00:00+01:00,8548.0,854.8,427.4
390,2020-01-17 06:00:00+01:00,8381.0,838.1,419.05
391,2020-01-17 07:00:00+01:00,8557.0,855.7,427.85
392,2020-01-17 08:00:00+01:00,8172.0,817.2,408.6
393,2020-01-17 09:00:00+01:00,7845.0,784.5,392.25
394,2020-01-17 10:00:00+01:00,7795.0,779.5,389.75
395,2020-01-17 11:00:00+01:00,7920.0,792.0,396.0
396,2020-01-17 12:00:00+01:00,8755.0,875.5,437.75
397,2020-01-17 13:00:00+01:00,9729.0,972.9,486.45
398,2020-01-17 14:00:00+01:00,10015.0,1001.5,500.75
399,2020-01-17 15:00:00+01:00,9635.0,963.5,481.75
400,2020-01-17 16:00:00+01:00,8610.0,861.0,430.5
401,2020-01-17 17:00:00+01:00,7547.0,754.7,377.35
402,2020-01-17 18:00:00+01:00,7395.0,739.5,369.75
403,2020-01-17 19:00:00+01:00,7085.0,708.5,354.25
404,2020-01-17 20:00:00+01:00,6769.0,676.9,338.45
405,2020-01-17 21:00:00+01:00,6622.0,662.2,331.1
406,2020-01-17 22:00:00+01:00,6358.0,635.8,317.9
407,2020-01-17 23:00:00+01:00,6422.0,642.2,321.1
408,2020-01-18 00:00:00+01:00,6520.0,652.0,326.0
409,2020-01-18 01:00:00+01:00,6372.0,637.2,318.6
410,2020-01-18 02:00:00+01:00,6024.0,602.4,301.2
411,2020-01-18 03:00:00+01:00,5696.0,569.6,284.8
412,2020-01-18 04:00:00+01:00,5158.0,515.8,257.9
413,2020-01-18 05:00:00+01:00,4687.0,468.7,234.35
414,2020-01-18 06:00:00+01:00,4013.0,401.3,200.65
415,2020-01-18 07:00:00+01:00,3491.0,349.1,174.55
416,2020-01-18 08:00:00+01:00,3104.0,310.4,155.2
417,2020-01-18 09:00:00+01:00,3032.0,303.2,151.6
418,2020-01-18 10:00:00+01:00,2827.0,282.7,141.35
419,2020-01-18 11:00:00+01:00,2588.0,258.8,129.4
420,2020-01-18 12:00:00+01:00,2760.0,276.0,138.0
421,2020-01-18 13:00:00+01:00,2886.0,288.6,144.3
422,2020-01-18 14:00:00+01:00,2540.0,254.0,127.0
423,2020-01-18 15:00:00+01:00,2158.0,215.8,107.9
424,2020-01-18 16:00:00+01:00,1691.0,169.1,84.55
425,2020-01-18 17:00:00+01:00,1810.0,181.0,90.5
426,2020-01-18 18:00:00+01:00,2519.0,251.9,125.95
427,2020-01-18 19:00:00+01:00,3333.0,333.3,166.65
428,2020-01-18 20:00:00+01:00,3697.0,369.7,184.85
429,2020-01-18 21:00:00+01:00,4046.0,404.6,202.3
430,2020-01-18 22:00:00+01:00,3962.0,396.2,198.1
431,2020-01-18 23:00:00+01:00,3814.0,381.4,190.7
432,2020-01-19 00:00:00+01:00,3857.0,385.7,192.85
433,2020-01-19 01:00:00+01:00,3962.0,396.2,198.1
